Rank,Link,PageRank
43,https://www.apple.com/retail/business/,0.0054869482577313
44,https://www.apple.com/education/,0.0054869482577313
45,https://www.apple.com/us/shop/goto/account,0.0054869482577313
46,https://www.apple.com/us/shop/goto/help,0.0039337160272129
47,https://www.apple.com/healthcare/apple-watch/,0.0039221308196092
48,https://www.apple.com/apple-card/,0.0036454874696465
49,https://www.apple.com/retail/learn/,0.0036454874696465
50,https://support.apple.com,0.0035983187008516
51,https://apple.com/legal,0.0035086804534827
52,https://www.apple.com/airpods,0.0035086804534827
53,https://www.apple.com/healthcare/,0.0035086804534827
54,https://www.apple.com/privacy/privacy-policy,0.0034886359341333
55,https://apps.apple.com/us/app/apple-books/id364709193,0.0034150139626469
56,https://www.apple.com/macos/,0.0026064895901993
57,https://www.apple.com/tv/,0.0026064895901993
58,https://www.apple.com/r/store/government,0.0026064895901993
59,https://www.apple.com/ios/home,0.0025864726407812
60,https://www.apple.com/promo,0.0025864726407812
61,https://www.apple.com/choose-your-country,0.0025859281277439
62,https://secure4.store.apple.com/shop/order/list,0.0025859281277439
63,https://www.apple.com/apple-one,0.0025859281277439
64,https://www.apple.com/apple-pay,0.0025843670549225
65,https://tv.apple.com/us/show/foundation/umc.cmc.5983fipzqbicvrve6jdfep4x3,0.0025306051917722
66,https://music.apple.com?itscg=10000&itsct=pod-ovp-music-apl-ann-21_1019,0.0025306051917722
67,https://one.apple.com?itscg=10000&itsct=pod-ovp-apple_one-apl-ann-21_1019,0.0025306051917722
68,https://support.apple.com/en-us/HT202716,0.0024316865861947
69,https://www.apple.com/support/,0.0023507163387972
70,https://secure.store.apple.com/shop/order/list,0.0022755274994762
71,https://tv.apple.com?itscg=10000&itsct=pod-services-tv-apl-tvhm-21_1019,0.0022598224603731
72,https://news.apple.com?itscg=10000&itsct=pod-ovp-news-apl-ann-21_1019,0.0022463301139162
73,https://tv.apple.com?itscg=10000&itsct=pod-ovp-nav-apl-ann-21_1019,0.0021567048762969
74,https://www.apple.com/music/,0.0017299565237553
75,https://apps.apple.com/story/id1538632801,0.0017299565237553
76,https://www.apple.com/today/collection/product-skills-sessions?cid=Support_Home,0.0017299565237553
77,https://apps.apple.com/us/app/pages/id361309726,0.0017299565237553
78,https://www.apple.com/apple-card/how-to-videos/#film-get-support,0.0017299565237553
79,https://apps.apple.com/arcade?itscg=10000&itsct=pod-services-arcade-apl-ann-21_1019,0.0014872868902983
80,https://apps.apple.com/arcade?itscg=10000&itsct=pod-services-arcade-apl-tvhm-21_1019,0.0014762064924228
81,https://podcasts.apple.com?itscg=10000&itsct=pod-ovp-podcasts-apl-ann-21_1019,0.0013154703756628
82,https://www.apple.com/us/shop/goto/store,0.0012662550080917
83,https://www.apple.com/,0.0012399878908295
84,https://www.apple.com/newsroom/,0.0012399878908295
85,https://www.apple.com/shop/trade-in,0.0012365889177568
86,https://tv.apple.com/channel/tvs.sbd.4000?itscg=10000&itsct=atv-0-ipf_fp-tle_stm-apl-avl-191111,0.0012130344954804
87,https://www.apple.com/today/collection/product-skills-sessions,0.0010116803260422
88,https://www.apple.com/legal/,0.0010112780365594
89,https://www.apple.com/healthcare/health-records/,0.0010112780365594
90,https://support.apple.com/kb/HT204915,0.0010112780365594
91,https://www.apple.com/ipod/,0.0010112780365594
92,https://www.apple.com/us/shop/goto/special_deals,0.0010112780365594
93,https://www.apple.com/homepod-mini,0.0010112780365594
94,https://support.apple.com/kb/HT211204,0.0010112780365594
95,https://fitness.apple.com/us/subscribe?itscg=10000&itsct=pod-services-fitness-apl-ann-21_1019,0.000980079091325
96,https://support.apple.com/en-us/HT207578,0.000975103855173
97,https://investor.apple.com/investor-relations/default.aspx,0.0009716876077753
98,https://music.apple.com/deeplink?app=music&p=subscribe&at=1000l4QJ&ct=413&itscg=10000&itsct=413n,0.0009716876077753
99,https://support.apple.com/tv,0.0009706116226148
